000602|6|92 |3   
019052|6|92 |3   
019053|6|92 |3   
019061|6|92 |3   
019252|6|92 |3   
024114|6|92 |3   
022956|6|92 |3   
019049|6|92 |3   
019050|6|92 |3   
019490|6|92 |3   
019491|6|92 |3   
019055|6|92 |3   
019056|6|92 |3   
019492|6|92 |3   
019493|6|92 |3   
022194|6|92 |3   
022195|6|92 |3   
018676|6|92 |5   
018678|6|92 |5   
018679|6|92 |5   
030709|6|92 |49  
030710|6|92 |49  
030711|6|92 |49  
030712|6|92 |49  
032778|6|92 |49  
030719|6|92 |16  
032833|6|92 |16  
030892|6|98 |3   
025707|6|98 |3   
030893|6|98 |3   
025708|6|98 |3   
018651|6|98 |5   
018652|6|98 |5   
018653|6|98 |5   
018654|6|98 |5   
018564|6|111|3   
018565|6|111|3   
001999|6|111|3   
002000|6|111|3   
002011|6|111|58  
002016|6|111|58  
002001|6|111|58  
002006|6|111|58  
018520|6|124|3   
018521|6|124|3   
018522|6|124|3   
018524|6|124|3   
018526|6|124|3   
018528|6|124|3   
002955|6|131|3   
002954|6|131|3   
002961|6|131|3   
015744|6|131|58  
015745|6|131|58  
036253|6|95 |15  
036255|6|95 |15  
036256|6|95 |15  
036254|6|95 |15  
000752|6|95 |15  
000754|6|95 |15  
000753|6|95 |15  
025030|6|95 |15  
025031|6|95 |15  
025032|6|95 |15  
000994|6|95 |15  
000995|6|95 |15  
000996|6|95 |15  
020033|6|95 |15  
020034|6|95 |15  
020035|6|95 |15  
019645|6|95 |15  
019646|6|95 |15  
019647|6|95 |15  
024928|6|95 |15  
024929|6|95 |15  
024930|6|95 |15  
001005|6|95 |43  
001006|6|95 |43  
001007|6|95 |43  
000979|6|95 |43  
000981|6|95 |43  
000980|6|95 |43  
000984|6|95 |43  
000982|6|95 |43  
000983|6|95 |43  
001008|6|95 |43  
001009|6|95 |43  
001010|6|95 |43  
032346|6|95 |43  
001045|6|95 |57  
001046|6|95 |57  
001047|6|95 |57  
034261|6|95 |57  
026085|6|96 |3   
024947|6|96 |3   
001159|6|96 |15  
001156|6|96 |15  
022501|6|103|3   
015949|6|103|15  
001550|6|103|37  
027557|6|117|3   
002137|6|117|15  
002114|6|117|29  
002113|6|117|29  
002095|6|117|37  
002150|6|117|50  
027840|6|118|15  
028305|6|118|15  
015252|6|118|57  
018027|6|118|57  
036547|6|126|3   
036548|6|126|3   
036549|6|126|3   
036550|6|126|3   
036551|6|126|3   
036552|6|126|3   
036553|6|126|3   
036361|6|126|3   
036363|6|126|3   
036364|6|126|3   
036360|6|126|3   
036365|6|126|3   
036572|6|126|3   
036368|6|126|3   
036571|6|126|3   
036546|6|126|3   
036559|6|126|3   
036560|6|126|3   
036561|6|126|3   
016211|6|126|3   
016215|6|126|3   
016212|6|126|3   
016213|6|126|3   
016214|6|126|3   
002841|6|126|15  
002842|6|126|15  
002843|6|126|15  
002844|6|126|15  
036047|6|126|15  
002877|6|126|15  
002873|6|126|15  
002881|6|126|15  
002880|6|126|15  
002878|6|126|15  
002874|6|126|15  
002875|6|126|15  
002882|6|126|15  
002876|6|126|15  
002879|6|126|15  
002887|6|126|15  
002883|6|126|15  
002891|6|126|15  
002890|6|126|15  
002888|6|126|15  
002884|6|126|15  
002885|6|126|15  
002892|6|126|15  
002886|6|126|15  
002889|6|126|15  
002893|6|126|15  
002897|6|126|15  
002896|6|126|15  
002895|6|126|15  
002898|6|126|15  
002894|6|126|15  
022465|6|126|15  
022466|6|126|15  
022467|6|126|15  
022468|6|126|15  
002899|6|126|15  
002900|6|126|15  
002901|6|126|15  
002902|6|126|15  
023486|6|126|15  
032678|6|126|15  
032679|6|126|15  
032680|6|126|15  
002711|6|126|15  
002825|6|126|15  
002826|6|126|15  
002827|6|126|15  
002828|6|126|15  
002829|6|126|15  
002830|6|126|15  
002831|6|126|15  
002832|6|126|15  
002833|6|126|15  
002834|6|126|15  
002835|6|126|15  
002836|6|126|15  
024098|6|126|15  
024099|6|126|15  
024100|6|126|15  
024101|6|126|15  
002854|6|126|15  
002855|6|126|15  
002856|6|126|15  
002853|6|126|15  
015791|6|126|15  
015792|6|126|15  
015793|6|126|15  
002684|6|126|15  
002721|6|126|15  
002722|6|126|15  
002723|6|126|15  
015777|6|126|15  
015778|6|126|15  
015779|6|126|15  
022537|6|126|15  
021722|6|126|15  
021723|6|126|15  
021724|6|126|15  
002903|6|126|15  
002906|6|126|15  
002905|6|126|15  
002908|6|126|15  
002907|6|126|15  
002904|6|126|15  
032892|6|126|43  
032893|6|126|43  
032894|6|126|43  
032895|6|126|43  
026100|6|130|15  
003018|6|130|43  
003019|6|130|43  
002980|6|130|15  
018735|6|101|40  
018734|6|101|40  
023087|6|101|40  
023086|6|101|40  
016630|6|101|40  
016631|6|101|40  
016531|6|101|48  
016532|6|101|48  
023470|6|101|48  
022328|6|101|48  
016293|6|100|1   
001349|6|100|1   
001324|6|100|1   
001319|6|100|1   
001305|6|100|40  
001390|6|100|40  
001378|6|100|40  
001341|6|100|40  
001340|6|100|40  
001338|6|100|40  
001342|6|100|40  
001344|6|100|40  
001339|6|100|40  
027778|6|100|40  
015018|6|100|40  
001268|6|100|40  
001275|6|100|40  
001276|6|100|40  
001277|6|100|40  
001278|6|100|40  
029580|6|122|3   
027555|6|122|3   
002367|6|122|13  
002362|6|122|13  
002387|6|122|13  
002390|6|122|13  
002363|6|122|13  
002391|6|122|13  
023296|6|122|15  
002428|6|122|15  
002439|6|122|56  
002389|6|122|56  
029344|6|122|4   
029345|6|122|4   
029346|6|122|4   
033136|6|94 |52  
032597|6|94 |1   
000724|6|94 |1   
000730|6|94 |1   
000732|6|94 |1   
000733|6|94 |1   
000734|6|94 |1   
018491|6|94 |1   
000728|6|94 |1   
035774|6|94 |52  
035775|6|94 |52  
035776|6|94 |52  
035777|6|94 |52  
001906|6|108|40  
015860|6|108|40  
001908|6|108|40  
001900|6|108|40  
001874|6|108|40  
001902|6|108|40  
001901|6|108|40  
001876|6|108|40  
001878|6|108|40  
029903|6|108|40  
029902|6|108|40  
028638|6|108|40  
028637|6|108|40  
034174|6|108|34  
003432|6|119|1   
003447|6|119|1   
019077|6|119|1   
003434|6|119|1   
019081|6|119|1   
003450|6|119|1   
016050|6|119|52  
016051|6|119|52  
016052|6|119|52  
033134|6|119|52  
016061|6|119|52  
018390|6|119|52  
032684|6|90 |3   
000545|6|90 |62  
018364|6|97 |10  
023310|6|97 |10  
018362|6|97 |10  
018363|6|97 |10  
032685|6|99 |3   
001660|6|99 |54  
001659|6|99 |54  
001662|6|99 |54  
001663|6|99 |54  
001664|6|99 |54  
014984|6|99 |54  
001661|6|99 |54  
018683|6|99 |54  
035129|6|99 |60  
023429|6|99 |53  
030118|6|99 |53  
032682|6|102|3   
032683|6|102|3   
033568|6|102|3   
001411|6|102|3   
022595|6|102|3   
001407|6|102|6   
001412|6|102|6   
001413|6|102|6   
001406|6|102|6   
018432|6|102|6   
001409|6|102|62  
001416|6|102|62  
001417|6|102|62  
001418|6|102|62  
030113|6|102|60  
026013|6|102|60  
026014|6|102|60  
016703|6|104|35  
001578|6|104|35  
001582|6|104|35  
016044|6|105|1   
018378|6|105|3   
001686|6|105|3   
030896|6|105|61  
024988|6|105|61  
001748|6|106|3   
016822|6|106|3   
016821|6|106|3   
016823|6|106|3   
024944|6|106|3   
025702|6|106|3   
001715|6|106|44  
001716|6|106|44  
032786|6|106|61  
014952|6|106|61  
014955|6|106|61  
022999|6|106|60  
014954|6|106|61  
014956|6|106|61  
001816|6|107|3   
033715|6|109|3   
001911|6|109|3   
001914|6|109|62  
022277|6|109|60  
025913|6|110|11  
028905|6|110|11  
001919|6|110|55  
016574|6|110|55  
001925|6|110|55  
001926|6|110|55  
001938|6|110|55  
015314|6|112|3   
015967|6|112|3   
015968|6|112|3   
001757|6|112|58  
001758|6|112|58  
001782|6|112|58  
018271|6|112|59  
018273|6|112|59  
002056|6|113|3   
014969|6|113|3   
025704|6|113|3   
025705|6|113|3   
025706|6|113|3   
025767|6|113|3   
002031|6|113|44  
018053|6|113|61  
032805|6|113|61  
014957|6|113|61  
002168|6|116|2   
002174|6|116|2   
024264|6|116|2   
028515|6|120|60  
016820|6|123|3   
025703|6|123|3   
018377|6|123|3   
028516|6|123|61  
014960|6|123|61  
014958|6|123|61  
026737|6|123|60  
002474|6|123|8   
003055|6|133|3   
003061|6|133|3   
003060|6|133|3   
003135|6|134|3   
017933|6|134|44  
024381|6|135|55  
024382|6|135|55  
025647|6|135|55  
003159|6|137|3   
019191|6|137|3   
031083|6|137|36  
003152|6|137|36  
003154|6|137|47  
015310|6|138|3   
003169|6|138|8   
024480|6|139|3   
024482|6|139|3   
024481|6|139|3   
003235|6|139|41  
003237|6|139|41  
003236|6|139|41  
016827|6|91 |55  
016826|6|91 |55  
016828|6|91 |55  
031131|6|142|3   
022062|6|142|61  
011673|6|142|24  
011672|6|142|24  
024954|6|145|3   
024952|6|145|3   
024953|6|145|3   
024955|6|145|3   
003344|6|145|41  
003346|6|145|41  
036640|6|145|41  
003342|6|145|41  
030858|6|145|55  
032301|6|145|55  
026114|6|145|55  
003348|6|144|15  
003345|6|144|15  
003328|6|144|15  
003323|6|144|15  
003366|6|144|15  
003367|6|144|15  
003368|6|144|15  
003369|6|144|15  
032909|6|144|43  
032910|6|144|43  
032911|6|144|43  
032912|6|144|43  
034832|6|144|43  
034833|6|144|43  
034834|6|144|43  
028719|6|143|55  
000698|6|93 |3   
018659|6|93 |3   
002087|6|115|3   
002090|6|115|3   
002092|6|115|3   
002091|6|115|3   
002937|6|129|3   
002931|6|129|3   
021977|6|129|36  
019513|6|129|36  
016004|6|127|3   
022193|6|127|3   
026127|6|128|36  
003032|6|128|27  
000174|6|128|27  
003139|6|136|3   
003138|6|136|3   
003140|6|136|3   
029293|6|136|12  
026186|6|136|12  
018971|6|136|5   
003250|6|141|3   
003248|6|141|8   
015638|6|89 |45  
015640|6|89 |45  
025078|6|114|60  
026738|6|114|60  
018830|6|140|58  
018822|6|140|58  
016581|6|140|32  
002480|6|140|32  
016585|6|140|32  
030552|6|140|32  
002479|6|140|32  
013906|6|140|32  
002478|6|140|32  
016583|6|140|32  
002483|6|140|32  
008212|6|140|32  
